CASE,UNO,SERO,Mode,Alt1_ch,Alt2_ch,Alt3_ch,WEIGHT,DIST,VEHWRK,POPDENS,MALE,AGE,AGE45,HIGHINC,IVTT_DA,OVTT_DA,OVTDS_DA,COST_DA,IVTT_SR,OVTT_SR,OVTDS_SR,COST_SR,IVTT_TR,OVTT_TR,OVTDS_TR,COST_TR
784,1,0,1,1,0,0,1.8362,8.7,1,5.2,0,44,0,0,2.2,0.8,0.09195,0.85,2.51,1.04,0.11954,0.42,2.56,2.59,0.2977,2.4
785,1,0,1,1,0,0,0.6426,18.7,2,2.64,1,43,0,0,2.8,0.3,0.01604,1.83,3.47,0.44,0.02353,0.92,2.73,3.89,0.20802,3.25
786,1,0,1,1,0,0,1.8362,1.9,1.5,1.77,1,38,0,0,0.4,0.2,0.10526,0.19,0.56,0.31,0.16316,0.1,0.96,2.25,1.18421,0.75
787,1,0,1,1,0,0,1.8362,8.7,1,12.29,0,50,1,1,2.7,0.6,0.06897,0.85,3.04,0.84,0.09655,0.42,4.51,2.67,0.3069,1.25
788,1,0,1,1,0,0,1.8362,7,1,1.54,0,40,0,0,1.3,0.3,0.04286,0.69,1.57,0.49,0.07,0.34,1.5,2.94,0.42,3.35
789,1,0,1,1,0,0,0.2982,5.9,0.5,14.51,1,36,0,0,1.5,0.6,0.10169,0.8,1.89,0.8,0.13559,0.4,1.72,2.58,0.43729,0.5
790,1,0,1,1,0,0,0.2982,22.3,1,8.4,1,44,0,0,4.3,0.8,0.03587,5.87,4.72,1.04,0.04664,2.93,4.1,2.47,0.11076,2.6
791,1,0,1,1,0,0,1.8362,1.7,2,6.39,1,70,1,0,0.4,0.3,0.17647,0.17,0.59,0.49,0.28824,0.08,3.55,3.79,2.22941,0.6
792,1,0,1,1,0,0,1.8362,0.9,1,19.93,0,35,0,0,0.9,0.4,0.44444,0.09,1.16,0.56,0.62222,0.04,0.89,2.8,3.11111,0.5
793,1,0,1,1,0,0,1.8362,2.3,1.5,2.1,1,47,1,1,0.7,0.2,0.08696,0.23,0.94,0.42,0.18261,0.12,0.5,5.22,2.26957,0.5
794,1,0,1,1,0,0,1.8362,4.2,1,2.53,1,36,0,0,0.9,0.2,0.04762,0.41,1.15,0.42,0.1,0.2,6,5.88,1.4,3.75
795,1,0,2,0,1,0,0.2982,24,1,8.14,0,27,0,0,4.1,0.8,0.03333,6.03,4.6,1.03,0.04292,3.02,4.72,2,0.08333,3.2
796,1,0,1,1,0,0,1.8362,12.2,2,0.94,0,51,1,0,2.6,0.2,0.01639,1.2,2.93,0.42,0.03443,0.6,4.4,4.56,0.37377,1.4
797,1,0,1,1,0,0,1.8362,7.4,0.4,0.83,0,19,0,0,1.4,0.3,0.04054,0.73,1.77,0.44,0.05946,0.36,5.97,4.86,0.65676,2
798,1,0,1,1,0,0,1.8362,19.4,1,0.69,0,47,1,1,3.4,0.6,0.03093,1.9,4.2,0.8,0.04124,0.95,5.66,7.3,0.37629,4
799,1,0,1,1,0,0,0.6426,19.7,1,0.69,0,47,1,1,4.1,0.6,0.03046,1.93,4.51,0.84,0.04264,0.96,5.6,2.39,0.12132,4.7
800,1,0,1,1,0,0,1.8362,14.2,1,6.37,1,43,0,0,2.3,0.3,0.02113,1.39,2.65,0.49,0.03451,0.69,7.4,7.84,0.55211,4.9
801,1,0,1,1,0,0,1.8362,14.7,1,6.37,1,43,0,0,2.6,0.3,0.02041,1.44,2.93,0.52,0.03537,0.72,8.3,5.58,0.37959,5.25
802,1,0,1,1,0,0,1.8362,20.6,1,3.91,1,29,0,1,5,0.5,0.02427,2.02,5.45,0.73,0.03544,1.01,3.21,4.36,0.21165,3.25
803,1,0,1,1,0,0,1.8362,8.3,2,2.33,0,40,0,0,1.8,0.4,0.04819,0.81,2.09,0.63,0.0759,0.41,2.41,3.36,0.40482,1
804,1,0,1,1,0,0,1.8362,7.4,2,2.33,0,40,0,0,1.5,0.4,0.05405,0.73,1.89,0.56,0.07568,0.36,2.2,3.43,0.46351,1.25
805,1,0,1,1,0,0,0.2982,27,0.7,1.93,1,23,0,0,4.4,0.4,0.01481,2.98,4.93,0.59,0.02185,1.49,6.58,4.11,0.15222,4.55
806,1,0,1,1,0,0,0.2982,27.4,0.7,1.93,1,23,0,0,4.1,0.4,0.0146,3.02,5.05,0.56,0.02044,1.51,7.87,4.42,0.16131,4.75
807,1,0,2,0,1,0,0.6426,54.7,0.5,6.73,0,25,0,0,8.5,0.5,0.00914,5.36,9.37,0.7,0.0128,2.68,3,4.33,0.07916,4.45
808,1,0,2,0,1,0,0.6426,64.3,0.5,6.73,0,25,0,0,9.5,0.5,0.00778,6.3,10.18,0.73,0.01135,3.15,5.6,4.63,0.07201,4.45
809,1,0,1,1,0,0,1.8362,11.5,0.5,6.73,1,28,0,0,2.6,0.6,0.05217,1.2,2.98,0.81,0.07043,0.6,4.13,3.04,0.26435,1.25
810,1,0,1,1,0,0,1.8362,11.8,0.5,6.73,1,28,0,0,2.2,0.6,0.05085,1.23,2.74,0.8,0.0678,0.6,3.74,3.49,0.29576,1.25
811,1,0,1,1,0,0,1.8362,15.5,3,3.55,1,57,1,0,2.4,0.7,0.04516,1.52,2.99,0.92,0.05935,0.76,4.28,3.65,0.23548,2.65
812,1,0,1,1,0,0,1.8362,3.3,1,5.73,1,45,0,0,0.7,0.5,0.15152,0.32,0.92,0.68,0.20606,0.16,1,4.63,1.40303,0.75
813,1,0,1,1,0,0,0.6426,3.3,1,5.73,0,44,0,0,0.7,0.5,0.15152,0.32,0.92,0.7,0.21212,0.16,3.02,3.95,1.19697,2
814,1,0,1,1,0,0,1.8362,3.3,1,5.73,0,76,1,0,0.7,0.5,0.15152,0.32,0.92,0.7,0.21212,0.16,1.74,3.31,1.00303,0.5
815,1,0,2,0,1,0,0.2982,21.4,0.5,3.51,0,28,0,0,3.2,0.6,0.02804,2.85,3.63,0.81,0.03785,1.43,3.5,3.47,0.16215,2.5
816,1,0,1,1,0,0,1.8362,1.5,1,2.8,0,50,1,0,0.4,0.3,0.2,0.15,0.59,0.49,0.32667,0.07,0.33,3.15,2.1,0.5
817,1,0,1,1,0,0,1.8362,30.4,2,2.08,1,44,0,1,5.1,0.4,0.01316,2.98,5.69,0.59,0.01941,1.49,8.41,4.72,0.15526,3
818,1,0,1,1,0,0,1.8362,4.3,2,3.86,1,37,0,0,0.9,0.2,0.04651,0.42,1.16,0.31,0.07209,0.21,1.65,7.62,1.77209,0.75
819,1,0,2,0,1,0,1.8362,20.1,2,1.86,1,66,1,0,2.5,0.2,0.00995,1.97,3.11,0.31,0.01542,0.98,8.49,4.93,0.24527,4.75
820,1,0,1,1,0,0,0.6426,18.2,0.8,3.75,1,60,1,1,3.5,0.4,0.02198,1.78,4.32,0.56,0.03077,0.89,5.7,5.19,0.28516,4.95
821,1,0,1,1,0,0,0.6426,15.4,0.8,3.75,0,56,1,1,2.4,0.4,0.02597,1.51,2.99,0.56,0.03636,0.76,4.14,4.28,0.27792,4.1
822,1,0,1,1,0,0,1.8362,5.8,1,5.45,0,58,1,0,1.5,0.4,0.06897,0.57,1.79,0.59,0.10172,0.28,2.37,3.55,0.61207,1.4
823,1,0,1,1,0,0,1.8362,7.6,1,5.45,0,58,1,0,1.6,0.4,0.05263,0.74,1.88,0.63,0.08289,0.37,3.82,6.53,0.85921,1
824,1,0,1,1,0,0,0.2982,23.7,0.5,7.23,0,38,0,0,6,0.5,0.0211,2.32,6.5,0.73,0.0308,1.16,3.82,3.57,0.15063,2.75
825,1,0,2,0,1,0,0.2982,23.9,0.5,7.23,0,38,0,0,5.7,0.5,0.02092,2.34,6.34,0.7,0.02929,1.17,3.92,3.86,0.16151,2.75
826,1,0,1,1,0,0,1.8362,21.5,0.5,3.9,0,28,0,0,3.8,0.4,0.0186,2.11,4.28,0.59,0.02744,1.05,7.06,5.16,0.24,3.5
827,1,0,1,1,0,0,1.8362,26,0.8,6.72,1,49,1,0,4.6,0.7,0.02692,3.22,5.15,0.92,0.03538,1.6,7.95,4.16,0.16,1.95
828,1,0,1,1,0,0,1.8362,27.1,0.8,6.72,1,49,1,0,4.4,0.7,0.02583,2.66,5.42,0.92,0.03395,1.33,6.53,4.92,0.18155,1.35
829,1,0,1,1,0,0,1.8362,3.6,0.8,6.72,1,21,0,0,1,0.4,0.11111,0.35,1.25,0.63,0.175,0.18,1.98,5.49,1.525,1.2
830,1,0,1,1,0,0,1.8362,16.8,1.5,5.09,1,45,0,0,3.3,0.5,0.02976,1.65,4.08,0.68,0.04048,0.82,4.75,7.05,0.41964,3.15
831,1,0,1,1,0,0,1.8362,4,1,6.31,0,59,1,0,1,0.6,0.15,0.39,1.29,0.8,0.2,0.2,3.48,2.74,0.685,1.25
832,1,0,1,1,0,0,1.8362,5.2,1,6.31,0,59,1,0,1.3,0.6,0.11538,0.51,1.57,0.81,0.15577,0.26,3.41,4.62,0.88846,1.25
833,1,0,1,1,0,0,1.8362,11.2,1,6.31,1,34,0,0,2.3,0.6,0.05357,1.6,2.65,0.81,0.07232,0.8,7.13,5.23,0.46696,1.85
834,1,0,1,1,0,0,0.6426,1.4,2,11.48,1,31,0,0,0.4,0.5,0.35714,0.14,0.59,0.7,0.5,0.07,0.75,2,1.42857,0.5
835,1,0,1,1,0,0,1.8362,3.7,1,7.08,0,33,0,0,0.8,0.3,0.08108,0.36,1.04,0.44,0.11892,0.18,2.15,3.06,0.82703,0.75
836,1,0,1,1,0,0,1.8362,6.5,1,6.93,0,33,0,0,1.5,0.3,0.04615,0.64,1.89,0.44,0.06769,0.32,3.48,6.48,0.99692,0.6
837,1,0,1,1,0,0,1.8362,2.1,0.7,3.92,0,43,0,0,0.5,0.5,0.2381,0.21,0.7,0.7,0.33333,0.1,0.77,3.16,1.50476,0.75
838,1,0,1,1,0,0,1.8362,4.3,1,2.85,0,48,1,0,1.1,0.2,0.04651,0.42,1.35,0.38,0.08837,0.21,3.65,5.67,1.3186,2.75
839,1,0,1,1,0,0,0.6426,4.4,1,2.85,0,23,0,0,1,0.2,0.04545,0.43,1.29,0.31,0.07045,0.14,5.2,5.91,1.34318,3.8
840,1,0,1,1,0,0,1.8362,4.4,1,2.85,0,19,0,0,1,0.2,0.04545,0.43,1.29,0.31,0.07045,0.21,5.14,6.01,1.36591,3.25
841,1,0,1,1,0,0,1.8362,4.5,1,2.85,0,19,0,0,1.2,0.2,0.04444,0.44,1.46,0.42,0.09333,0.22,5.95,5.63,1.25111,4.55
842,1,0,1,1,0,0,1.8362,7.3,1,2.08,1,55,1,1,2,0.4,0.05479,0.72,2.33,0.59,0.08082,0.36,3.42,4.31,0.59041,2.25
843,1,0,2,0,1,0,0.6426,22.2,0.5,10.76,0,33,0,0,4.4,0.8,0.03604,2.18,4.82,1.04,0.04685,1.09,6.95,3.44,0.15495,1.35
844,1,0,1,1,0,0,0.6426,3.4,1,1.13,0,41,0,0,0.7,0.2,0.05882,0.33,0.92,0.38,0.11176,0.17,0.51,2.34,0.68824,0.75
845,1,0,2,0,1,0,0.2982,25.9,1,0.78,1,42,0,0,4.9,0.6,0.02317,5.47,5.47,0.81,0.03127,2.74,5.44,2.18,0.08417,4.2
846,1,0,1,1,0,0,0.2982,26,1,0.78,1,42,0,0,5.2,0.6,0.02308,5.48,5.66,0.84,0.03231,2.74,5.14,2.21,0.085,3.7
847,1,0,1,1,0,0,1.8362,22.1,1,1.91,1,42,0,0,3.7,0.5,0.02262,2.17,4.57,0.68,0.03077,1.08,3.79,3.51,0.15882,3.85
848,1,0,1,1,0,0,1.8362,22.1,1,1.91,1,42,0,0,5.2,0.5,0.02262,2.17,5.66,0.73,0.03303,1.08,3.81,3.41,0.1543,3.75
849,1,0,1,1,0,0,1.8362,11.7,0.5,1.84,0,25,0,0,2.6,0.2,0.01709,1.15,2.93,0.42,0.0359,0.57,4.51,6.32,0.54017,3
850,1,0,1,1,0,0,1.8362,11.7,0.5,1.84,0,25,0,0,2.4,0.2,0.01709,1.15,2.76,0.38,0.03248,0.57,4.49,6.62,0.56581,3.25
851,1,0,1,1,0,0,1.8362,15.1,1,21.82,0,27,0,0,4.6,0.8,0.05298,1.48,5.03,1.04,0.06887,0.74,2.88,3.93,0.26026,3
852,1,0,2,0,1,0,0.6426,14.9,0.3,3.78,0,43,0,0,2.7,0.5,0.03356,1.46,3.09,0.7,0.04698,0.73,1.82,2.03,0.13624,3.15
853,1,0,1,1,0,0,0.6426,14.9,0.3,3.78,1,45,0,0,2.7,0.5,0.03356,1.46,3.09,0.7,0.04698,0.73,1.82,2.03,0.13624,3.15
854,1,0,1,1,0,0,1.8362,12,1,1.91,1,30,0,0,2.9,0.2,0.01667,1.18,3.25,0.42,0.035,0.59,9.4,4.7,0.39167,3.25
855,1,0,2,0,1,0,0.6426,13.8,1.5,3.87,0,25,0,0,3,0.4,0.02899,1.35,3.41,0.59,0.04275,0.68,4.17,3.07,0.22246,2.85
856,1,0,1,1,0,0,0.2982,17.5,0.5,8.9,1,30,0,0,3.5,0.6,0.03429,4.26,4.32,0.8,0.04571,2.13,4.32,2.52,0.144,3.1
857,1,0,1,1,0,0,1.8362,7.5,2,2.64,1,38,0,0,1.6,0.2,0.02667,0.73,1.9,0.38,0.05067,0.36,2.33,4.52,0.60267,1.6
858,1,0,1,1,0,0,1.8362,18.7,1,3.86,1,40,0,0,3.5,0.4,0.02139,1.83,3.95,0.59,0.03155,0.92,6.55,4.54,0.24278,4.55
859,1,0,1,1,0,0,0.6426,15.2,1,1.93,0,37,0,0,2.8,0.3,0.01974,1.49,3.2,0.49,0.03224,0.74,3.9,5.75,0.37829,2.5
860,1,0,1,1,0,0,0.6426,15.2,1,1.93,1,38,0,0,2.8,0.3,0.01974,1.49,3.2,0.49,0.03224,0.74,3.9,5.75,0.37829,2.5
861,1,0,2,0,1,0,0.6426,32.3,2,1.12,1,21,0,0,3.5,0.6,0.01858,3.17,4.32,0.8,0.02477,1.06,6.29,3.62,0.11207,4.25
862,1,0,1,1,0,0,1.8362,12.1,1,8.4,0,32,0,0,2.1,0.3,0.02479,1.19,2.44,0.49,0.0405,0.59,3.11,4.19,0.34628,2
863,1,0,1,1,0,0,1.8362,12.2,1,8.4,0,32,0,0,2,0.3,0.02459,1.2,2.3,0.52,0.04262,0.6,3.16,4.82,0.39508,2
864,1,0,1,1,0,0,1.8362,22.1,2,0.39,1,52,1,0,4.6,0.7,0.03167,2.17,5.03,0.94,0.04253,1.08,4.48,3.24,0.14661,4.25
865,1,0,1,1,0,0,0.6426,3.3,1,8.9,1,34,0,0,0.8,0.4,0.12121,0.32,1.04,0.56,0.1697,0.16,4.38,4.4,1.33333,1
866,1,0,1,1,0,0,1.8362,4.9,1,2.08,0,40,0,0,1.2,0.5,0.10204,0.48,1.46,0.7,0.14286,0.24,3.39,4.14,0.8449,1.25
867,1,0,1,1,0,0,1.8362,3.3,1,7.64,0,43,0,0,0.8,0.5,0.15152,0.32,1.04,0.73,0.22121,0.16,2.55,2.71,0.82121,1
868,1,0,1,1,0,0,0.6426,14.7,1,2.08,0,45,0,0,3.7,0.6,0.04082,1.44,4.09,0.84,0.05714,0.72,5.43,3.2,0.21769,3
869,1,0,1,1,0,0,1.8362,15.8,1,2.08,0,45,0,0,3.6,0.4,0.02532,1.55,3.98,0.63,0.03987,0.78,6.88,5.76,0.36456,4.5
870,1,0,1,1,0,0,1.8362,16,1,2.08,0,45,0,0,3.3,0.4,0.025,1.57,3.74,0.59,0.03688,0.79,7.11,6.31,0.39438,2.5
871,1,0,1,1,0,0,0.6426,22.2,1.5,1.02,0,32,0,0,3.1,0.3,0.01351,2.18,3.46,0.52,0.02342,1.09,3.9,4.08,0.18378,3.3
872,1,0,1,1,0,0,0.6426,19.8,1.5,1.02,0,33,0,0,2.9,0.4,0.0202,1.94,3.25,0.63,0.03182,0.97,4.59,4.35,0.2197,4.2
873,1,0,1,1,0,0,1.8362,17.8,1,1.5,0,52,1,0,3.4,0.4,0.02247,1.74,3.77,0.63,0.03539,0.87,5.7,3.4,0.19101,2.3
874,1,0,1,1,0,0,0.6426,3.7,0.5,2.8,1,42,0,0,0.7,0.4,0.10811,0.36,0.92,0.56,0.15135,0.18,1.1,2.37,0.64054,1.25
875,1,0,1,1,0,0,1.8362,1.6,0.3,3.1,1,60,1,0,0.4,0.4,0.25,0.16,0.59,0.59,0.36875,0.08,0.31,2.26,1.4125,0.5
876,1,0,1,1,0,0,1.8362,1.6,0.3,3.1,1,60,1,0,0.4,0.4,0.25,0.16,0.56,0.56,0.35,0.08,0.31,2.26,1.4125,0.5
877,1,0,1,1,0,0,1.8362,1.6,0.3,3.1,1,60,1,0,0.4,0.4,0.25,0.16,0.63,0.63,0.39375,0.08,0.31,2.26,1.4125,0.5
878,1,0,1,1,0,0,0.6426,1.4,0.5,1.86,1,44,0,0,0.3,0.3,0.21429,0.14,0.49,0.49,0.35,0.07,0.53,2.86,2.04286,0.5
879,1,0,2,0,1,0,0.6426,1.4,0.5,1.86,1,44,0,0,0.4,0.3,0.21429,0.14,0.63,0.52,0.37143,0.07,0.19,2.23,1.59286,0.5
880,1,0,1,1,0,0,1.8362,8.2,0.5,1.86,0,42,0,0,1.3,0.2,0.02439,0.8,1.65,0.31,0.0378,0.4,4.8,7.67,0.93537,2.5
881,1,0,1,1,0,0,0.2982,25.4,1,0.5,0,39,0,1,4.8,0.5,0.01969,2.71,5.24,0.73,0.02874,1.36,5.51,3.2,0.12598,3.65
882,1,0,1,1,0,0,0.2982,25,1,0.5,0,39,0,1,4.5,0.5,0.02,2.67,5.04,0.7,0.028,1.34,4.1,3.17,0.1268,3.65
883,1,0,1,1,0,0,1.8362,17.9,1,2.08,1,45,0,1,4.6,0.4,0.02235,1.75,5.15,0.59,0.03296,0.88,7.62,4.49,0.25084,2.25
884,1,0,1,1,0,0,1.8362,3.7,1,1.08,1,49,1,0,0.7,0.3,0.08108,0.36,0.92,0.49,0.13243,0.18,1,2.22,0.6,0.9
885,1,0,1,1,0,0,1.8362,23.5,1,1.08,1,49,1,0,3.4,0.2,0.00851,2.3,4.2,0.31,0.01319,1.15,8.4,4.95,0.21064,10.05
886,1,0,1,1,0,0,1.8362,8.2,1,1.08,0,24,0,0,1.6,0.3,0.03659,3.8,1.9,0.49,0.05976,1.9,1.85,2.7,0.32927,1.55
887,1,0,1,1,0,0,0.2982,19.2,1,1.87,0,35,0,0,3.6,0.5,0.02604,2.1,4.06,0.7,0.03646,1.05,3.84,3.42,0.17813,2.5
888,1,0,1,1,0,0,1.8362,10.9,2,3.1,0,59,1,0,1.9,0.4,0.0367,1.07,2.22,0.59,0.05413,0.54,5.92,4.62,0.42385,4
889,1,0,2,0,1,0,0.2982,19.1,1,1.01,1,67,1,1,2.8,0.6,0.03141,4.8,3.47,0.8,0.04188,2.41,5.28,2.64,0.13822,2
890,1,0,1,1,0,0,0.2982,19.4,1,1.01,1,67,1,1,4.4,0.6,0.03093,4.83,4.82,0.84,0.0433,2.42,3.89,2.67,0.13763,1.25
891,1,0,1,1,0,0,0.6426,38.4,0.3,0.5,1,24,0,0,5.1,0.2,0.00521,3.76,6.27,0.31,0.00807,1.88,9.1,4.09,0.10651,6.95
892,1,0,1,1,0,0,1.8362,23.8,1,3.02,0,30,0,0,3.7,0.3,0.01261,2.33,4.57,0.44,0.01849,1.17,6.05,4.21,0.17689,3.7
893,1,0,1,1,0,0,1.8362,19.2,1,3.02,1,32,0,0,3.2,0.5,0.02604,1.88,3.63,0.7,0.03646,0.94,4.15,6.95,0.36198,3
894,1,0,1,1,0,0,1.8362,25,1,6.29,0,28,0,0,3.7,0.4,0.016,2.45,4.17,0.59,0.0236,1.23,7.36,5.02,0.2008,4
895,1,0,1,1,0,0,1.8362,6.6,0.5,1.22,1,42,0,0,1.5,0.2,0.0303,0.65,1.78,0.42,0.06364,0.33,1,10.15,1.53788,1.95
896,1,0,1,1,0,0,1.8362,2.8,1.5,5.45,0,69,1,0,0.7,0.6,0.21429,0.27,0.92,0.8,0.28571,0.14,1,2.75,0.98214,1.5
897,1,0,2,0,1,0,1.8362,2.7,1.5,5.45,0,69,1,0,0.7,0.6,0.22222,0.26,0.92,0.8,0.2963,0.13,1,2.75,1.01852,1.5
898,1,0,1,1,0,0,1.8362,22.1,1,1.53,1,47,1,0,3.2,0.6,0.02715,2.17,3.96,0.8,0.0362,1.08,5.39,3.72,0.16833,1.75
899,1,0,1,1,0,0,0.2982,17.2,1,3.75,0,34,0,0,2.8,0.7,0.0407,6.65,3.47,0.92,0.05349,3.32,3.3,4.13,0.24012,3.45
900,1,0,1,1,0,0,1.8362,14.1,2,3.1,1,31,0,0,1.9,0.2,0.01418,1.38,2.38,0.31,0.02199,0.69,4.5,4.47,0.31702,4.25
901,1,0,1,1,0,0,0.2982,19.4,0.7,0.59,0,46,1,0,4.5,0.5,0.02577,4.04,5.04,0.7,0.03608,2.02,3.28,2.39,0.1232,3.35
902,1,0,1,1,0,0,0.2982,15.7,0.7,0.59,1,47,1,0,3.1,0.6,0.03822,1.61,3.52,0.81,0.05159,0.81,3.52,2.96,0.18854,2.6
903,1,0,2,0,1,0,0.2982,16.3,0.7,0.59,1,47,1,0,3.3,0.6,0.03681,1.67,3.67,0.84,0.05153,0.84,3.52,2.91,0.17853,3.6
904,1,0,3,0,0,1,0.2982,19.5,0.7,0.59,1,21,0,0,3.9,0.5,0.02564,4.05,4.81,0.68,0.03487,2.02,2.88,2.4,0.12308,3.45
905,1,0,1,1,0,0,0.2982,19.9,0.7,0.59,1,21,0,0,4.7,0.5,0.02513,4.09,5.14,0.73,0.03668,2.04,3.48,2.47,0.12412,3.35
906,1,0,2,0,1,0,0.6426,1.5,1.5,2.8,0,40,0,0,0.4,0.3,0.2,0.15,0.59,0.49,0.32667,0.07,1.46,2.48,1.65333,0.75
907,1,0,1,1,0,0,1.8362,9.8,1,3.1,0,39,0,0,1.4,0.3,0.03061,0.96,1.77,0.44,0.0449,0.48,1.5,2.37,0.24184,2.6
908,1,0,1,1,0,0,1.8362,1.5,1.5,21.79,1,25,0,0,0.4,0.4,0.26667,0.15,0.63,0.63,0.42,0.07,0.93,2.74,1.82667,0.6
909,1,0,1,1,0,0,1.8362,1.5,1.5,21.79,1,25,0,0,0.4,0.4,0.26667,0.15,0.56,0.56,0.37333,0.07,0.93,3.24,2.16,0.6
910,1,0,1,1,0,0,0.6426,19.6,1.5,5.27,0,50,1,1,3,0.6,0.03061,1.92,3.72,0.8,0.04082,0.96,7.87,4.5,0.22959,2.4
911,1,0,1,1,0,0,0.6426,14.3,1.5,5.27,0,50,1,1,3.4,0.6,0.04196,1.4,3.85,0.81,0.05664,0.7,6.27,2.64,0.18462,1.5
912,1,0,1,1,0,0,0.6426,19.6,1.5,5.27,1,65,1,1,3,0.6,0.03061,1.92,3.72,0.8,0.04082,0.96,7.81,4.81,0.24541,2.4
913,1,0,1,1,0,0,0.6426,14.3,1.5,5.27,1,65,1,1,3.4,0.6,0.04196,1.4,3.85,0.81,0.05664,0.7,6.27,2.64,0.18462,1.5
914,1,0,1,1,0,0,0.6426,19.7,2,2.18,1,36,0,0,3.3,0.3,0.01523,1.93,3.74,0.49,0.02487,0.96,1.69,4.9,0.24873,2.85
915,1,0,2,0,1,0,0.6426,11.1,1,2.53,1,46,1,0,2.1,0.4,0.03604,1.09,2.62,0.56,0.05045,0.55,6.42,5.1,0.45946,4.75
916,1,0,1,1,0,0,1.8362,4.2,1,2.53,1,46,1,0,0.9,0.2,0.04762,0.41,1.15,0.42,0.1,0.2,0.44,3.88,0.92381,1
917,1,0,1,1,0,0,1.8362,4.5,1.3,5.1,0,44,0,0,1.1,0.4,0.08889,0.44,1.35,0.59,0.13111,0.22,2.44,3.56,0.79111,0.6
918,1,0,1,1,0,0,1.8362,4.2,1.3,5.1,0,44,0,0,1.2,0.4,0.09524,0.41,1.46,0.63,0.15,0.21,2.45,3.56,0.84762,0.6
919,1,0,1,1,0,0,1.8362,8.8,1,3.81,0,54,1,1,1.7,0.4,0.04545,0.86,2,0.59,0.06705,0.43,3.1,3.38,0.38409,1
920,1,0,1,1,0,0,1.8362,2.3,1,3.81,1,21,0,1,0.5,0.3,0.13043,0.23,0.68,0.44,0.1913,0.12,4.93,6.15,2.67391,2.75
921,1,0,1,1,0,0,1.8362,2.2,1,3.81,1,21,0,1,0.5,0.3,0.13636,0.22,0.68,0.44,0.2,0.11,4.86,7.32,3.32727,3
922,1,0,1,1,0,0,1.8362,2.3,1,3.81,1,21,0,1,0.5,0.3,0.13043,0.23,0.7,0.49,0.21304,0.12,3.57,6.18,2.68696,2.75
923,1,0,1,1,0,0,1.8362,29.2,2,1.86,1,60,1,0,5.2,0.4,0.0137,2.86,5.8,0.59,0.02021,1.43,6.98,6.63,0.22705,4.75
924,1,0,1,1,0,0,1.8362,22,1,2.98,1,41,0,0,3.3,0.2,0.00909,2.16,3.74,0.38,0.01727,1.08,10.03,5.47,0.24864,5
925,1,0,2,0,1,0,0.2982,14.8,2,6.29,1,51,1,0,3.7,0.7,0.0473,3.59,4.17,0.92,0.06216,1.8,3,2.23,0.15068,2.95
926,1,0,1,1,0,0,0.2982,15.7,2,6.29,1,51,1,0,4,0.7,0.04459,3.68,4.4,0.94,0.05987,1.84,3.66,2.48,0.15796,3.7
927,1,0,2,0,1,0,1.8362,28.8,1.5,5.1,1,49,1,0,3.9,0.4,0.01389,2.82,4.81,0.56,0.01944,1.41,7.71,9.07,0.31493,3.15
928,1,0,1,1,0,0,1.8362,10.6,2,2.84,1,32,0,0,1.7,0.4,0.03774,1.04,2.14,0.56,0.05283,0.52,6.45,3.42,0.32264,3.85
929,1,0,1,1,0,0,1.8362,7,2,2.08,0,56,1,1,1.4,0.3,0.04286,0.69,1.68,0.49,0.07,0.34,0.7,3.67,0.52429,2.4
930,1,0,1,1,0,0,1.8362,17.2,1,2.08,1,40,0,0,2.8,0.3,0.01744,1.69,3.2,0.49,0.02849,0.84,7.3,6.81,0.39593,5.25
931,1,0,1,1,0,0,1.8362,5.5,0.7,2.8,1,44,0,0,1.3,0.3,0.05455,0.54,1.57,0.49,0.08909,0.27,5.02,4.24,0.77091,2.75
932,1,0,1,1,0,0,1.8362,10.3,1,2.85,0,42,0,0,1.6,0.2,0.01942,1.01,1.9,0.38,0.03689,0.51,0.4,4.42,0.42913,3.35
933,1,0,2,0,1,0,1.8362,11.2,1,2.85,0,42,0,0,1.7,0.2,0.01786,1.1,2.14,0.31,0.02768,0.55,0.7,4.42,0.39464,3.45
934,1,0,1,1,0,0,0.6426,1.3,1,10.01,0,35,0,1,0.3,0.4,0.30769,0.13,0.52,0.63,0.48462,0.07,0.61,3.01,2.31538,0.5
935,1,0,1,1,0,0,0.6426,3.2,1.5,7.23,0,36,0,1,1,0.4,0.125,0.31,1.25,0.59,0.18438,0.15,2.6,4.46,1.39375,1.75
936,1,0,2,0,1,0,1.8362,15.2,0.8,2.08,1,45,0,0,4.3,0.6,0.03947,1.49,4.72,0.84,0.05526,0.74,4.18,3.06,0.20132,1.5
937,1,0,1,1,0,0,1.8362,20.5,1,3.2,1,35,0,1,3.3,0.7,0.03415,2.01,3.67,0.94,0.04585,1,4.3,2.81,0.13707,3.3
938,1,0,1,1,0,0,1.8362,16.7,1.3,4.43,1,49,1,1,3.3,0.8,0.0479,7.64,3.74,1.03,0.06168,3.82,3.3,4.41,0.26407,3.55
939,1,0,2,0,1,0,1.8362,17.8,1.3,4.43,1,49,1,1,4,0.8,0.04494,7.74,4.4,1.04,0.05843,3.87,3.51,5.15,0.28933,4.3
940,1,0,2,0,1,0,0.2982,15.6,1.3,5.39,0,26,0,1,4.2,0.5,0.03205,4.76,4.61,0.73,0.04679,2.38,3.03,2.92,0.18718,3.25
